Acuracia,Conjunto
36.666666666666664,(0, 1]
30.0,(1, 2]
23.333333333333332,(2, 3]
6.666666666666667,(3, 4]
3.3333333333333335,(7, 8]
63.33333333333333,(0, 1]
23.333333333333332,(1, 2]
10.0,(2, 3]
3.3333333333333335,(3, 4]
