Acuracia,Conjunto
63.33333333333333,(0, 1]
26.666666666666668,(1, 2]
6.666666666666667,(2, 3]
3.3333333333333335,(3, 4]
13.333333333333334,(0, 1]
26.666666666666668,(1, 2]
26.666666666666668,(2, 3]
20.0,(3, 4]
13.333333333333334,(4, 5]
