Acuracia,Conjunto
10.0,(0, 1]
20.0,(1, 2]
16.666666666666664,(2, 3]
23.333333333333332,(3, 4]
16.666666666666664,(4, 5]
3.3333333333333335,(5, 6]
6.666666666666667,(6, 7]
3.3333333333333335,(7, 8]
16.666666666666664,(0, 1]
40.0,(1, 2]
30.0,(2, 3]
6.666666666666667,(3, 4]
6.666666666666667,(4, 5]
