Acuracia,Conjunto
43.333333333333336,(0, 1]
40.0,(1, 2]
3.3333333333333335,(2, 3]
10.0,(3, 4]
3.3333333333333335,(4, 5]
73.33333333333333,(0, 1]
23.333333333333332,(1, 2]
3.3333333333333335,(2, 3]
