MEAN-SQUARED-ERROR-MAX,STANDART-DEVIATION-MAX,MEAN-ABSOLUTE-ERROR-MAX,MEDIAN-ABSOLUTE-ERROR-MAX,MEAN-SQUARED-ERROR-MIN,STANDART-DEVIATION-MIN,MEAN-ABSOLUTE-ERROR-MIN,MEDIAN-ABSOLUTE-ERROR-MIN
4.224641312714079,1.269762283264445,1.6162750560202133,1.3379716458710256,0.26668923106976183,0.33552627982503036,0.39257018049838843,0.327240866638709
