Acuracia,Conjunto
46.666666666666664,(0, 1]
23.333333333333332,(1, 2]
13.333333333333334,(2, 3]
10.0,(3, 4]
3.3333333333333335,(4, 5]
3.3333333333333335,(5, 6]
53.333333333333336,(0, 1]
40.0,(1, 2]
6.666666666666667,(2, 3]
