Acuracia,Conjunto
26.666666666666668,(0, 1]
20.0,(1, 2]
13.333333333333334,(2, 3]
13.333333333333334,(3, 4]
3.3333333333333335,(4, 5]
20.0,(5, 6]
3.3333333333333335,(7, 8]
36.666666666666664,(0, 1]
23.333333333333332,(1, 2]
23.333333333333332,(2, 3]
6.666666666666667,(3, 4]
3.3333333333333335,(4, 5]
3.3333333333333335,(5, 6]
3.3333333333333335,(9, 10]
