Acuracia,Conjunto
40.0,(0, 1]
43.333333333333336,(1, 2]
13.333333333333334,(2, 3]
3.3333333333333335,(6, 7]
16.666666666666664,(0, 1]
50.0,(1, 2]
23.333333333333332,(2, 3]
10.0,(3, 4]
