MEAN-SQUARED-ERROR-MAX,STANDART-DEVIATION-MAX,MEAN-ABSOLUTE-ERROR-MAX,MEDIAN-ABSOLUTE-ERROR-MAX,MEAN-SQUARED-ERROR-MIN,STANDART-DEVIATION-MIN,MEAN-ABSOLUTE-ERROR-MIN,MEDIAN-ABSOLUTE-ERROR-MIN
1.9452749196871442,0.8396007638902308,1.1137079854980323,0.9031811106095784,0.34191679314342077,0.35767680397947194,0.4625841513048747,0.3826570518167731
