Acuracia,Conjunto
36.666666666666664,(0, 1]
36.666666666666664,(1, 2]
6.666666666666667,(2, 3]
10.0,(3, 4]
6.666666666666667,(4, 5]
3.3333333333333335,(5, 6]
93.33333333333333,(0, 1]
6.666666666666667,(1, 2]
