date,TempMaxima,TempMinima,Insolacao,Evaporacao Piche,Temp Comp Media,Umidade Relativa Media,Velocidade do Vento Media
2018-10-12,30.8,22.7,9.4,2.8,26.26,79.25,0.0
2018-10-13,29.8,22.7,9.7,2.8,25.82,79.25,0.0
2018-10-14,30.9,23.0,9.8,2.8,25.9,77.75,0.0
2018-10-15,31.6,22.5,9.0,2.8,26.94,66.5,0.0
2018-10-16,32.6,23.2,8.8,2.8,27.04,75.5,0.0
2018-10-17,30.4,23.3,6.5,2.8,26.18,79.0,0.0
2018-10-18,32.6,23.4,10.2,2.8,26.52,77.75,0.0
2018-10-19,31.9,22.1,10.4,2.8,26.64,77.25,0.0
2018-10-20,31.6,22.4,10.6,2.8,26.48,68.25,0.0
2018-10-21,29.5,22.6,10.4,2.8,25.84,79.75,0.0
2018-10-22,32.2,23.4,9.8,2.8,27.08,73.5,0.0
2018-10-23,31.0,23.0,10.2,2.8,26.44,76.25,0.0
2018-10-24,31.4,23.1,8.9,2.8,26.1,77.25,0.0
2018-10-25,32.2,23.3,10.7,2.8,27.06,71.75,0.0
2018-10-26,32.8,23.5,8.3,2.8,27.36,73.75,0.0
2018-10-27,31.7,22.4,10.9,2.8,26.42,79.75,0.0
2018-10-28,31.9,22.2,10.6,2.8,26.46,72.0,0.0
2018-10-29,32.0,23.6,7.3,2.8,27.04,73.25,0.0
2018-10-30,31.6,23.4,8.2,2.8,26.52,79.0,0.0
2018-10-31,31.9,23.3,8.6,2.8,26.84,78.25,0.0
2018-11-01,31.7,23.8,11.1,2.8,26.82,79.0,0.0
2018-11-02,33.0,23.3,10.5,2.8,27.28,75.75,0.0
2018-11-03,33.4,23.0,9.6,2.8,27.04,77.75,0.0
2018-11-04,32.2,23.0,10.7,2.8,26.94,76.75,0.0
2018-11-05,32.4,23.3,10.3,2.8,27.14,77.5,0.0
2018-11-06,32.1,23.8,11.0,2.8,27.3,74.25,0.0
2018-11-07,30.8,23.4,7.0,2.8,26.0,81.75,0.0
2018-11-08,29.8,22.1,2.0,2.8,25.48,85.25,0.0
2018-11-09,30.4,23.0,10.0,2.8,26.28,81.0,0.0
2018-11-10,30.0,23.2,8.8,2.8,26.38,78.25,0.0
2018-11-11,31.8,23.4,10.3,2.8,26.76,79.75,0.0
2018-11-12,32.6,23.2,8.1,2.8,27.1,75.75,0.0
2018-11-13,33.4,23.5,9.3,2.8,27.3,78.5,0.0
2018-11-14,33.4,23.5,9.3,2.8,27.3,78.5,0.0
2018-11-15,30.8,23.0,9.6,2.8,26.4,78.0,0.0
2018-11-16,27.7,22.0,1.7,2.8,24.62,88.25,0.0
2018-11-17,29.8,22.7,9.6,2.8,25.98,82.0,0.0
2018-11-18,30.4,22.8,9.6,2.8,26.32,77.0,0.0
2018-11-19,31.6,24.2,5.2,2.8,27.2,77.0,0.0
2018-11-20,29.9,22.7,7.4,2.8,25.92,79.25,0.0
2018-11-21,30.1,22.1,4.8,2.8,25.84,83.25,0.0
2018-11-22,30.9,23.8,4.6,2.8,26.94,79.5,0.0
2018-11-23,31.6,23.7,8.3,2.8,27.18,76.25,0.0
2018-11-24,29.6,22.6,9.0,2.8,26.06,78.0,0.0
2018-11-25,29.6,22.6,9.0,2.8,26.06,78.0,0.0
2018-11-26,30.2,23.8,0.4,2.8,26.2,84.25,0.0
2018-11-27,28.2,22.1,0.0,2.8,25.4,85.0,0.0
2018-11-28,29.6,22.9,2.1,2.8,25.82,78.0,0.0
2018-11-29,30.4,22.7,9.4,2.8,26.82,74.75,0.0
2018-11-30,30.6,23.0,3.7,2.8,26.12,80.5,0.0
2018-12-01,31.9,23.6,9.8,2.8,27.06,76.5,0.0
2018-12-02,29.9,22.6,7.6,2.8,26.02,81.25,0.0
2018-12-03,29.9,23.3,6.0,2.8,26.02,74.25,0.0
2018-12-04,31.6,23.4,5.1,2.8,27.16,73.5,0.0
2018-12-05,31.6,23.7,3.1,2.8,27.16,75.5,0.0
2018-12-06,34.0,23.7,8.2,2.8,27.8,73.25,0.0
2018-12-07,32.2,23.8,9.0,2.8,27.12,75.0,0.0
2018-12-08,33.4,23.6,10.0,2.8,27.24,73.0,0.0
2018-12-09,32.8,23.4,8.4,2.8,26.92,77.5,0.0
2018-12-10,30.6,23.5,3.5,2.8,26.38,81.5,0.0
2018-12-11,29.9,22.7,3.8,2.8,26.5,76.75,0.0
2018-12-12,31.8,23.8,8.0,2.8,26.92,76.75,0.0
2018-12-13,30.8,22.5,3.5,2.8,26.42,84.0,0.0
2018-12-14,30.4,23.0,7.9,2.8,26.6,77.0,0.0
2018-12-15,31.8,22.0,7.4,2.8,26.88,73.5,0.0
2018-12-16,31.6,21.8,8.8,2.8,26.56,76.25,0.0
2018-12-17,28.6,23.1,1.5,2.8,24.78,89.0,0.0
2018-12-18,29.2,22.6,6.5,2.8,25.36,79.25,0.0
2018-12-19,31.6,21.9,9.4,2.8,26.54,73.5,0.0
2018-12-20,31.0,22.7,6.7,2.8,26.14,80.0,0.0
2018-12-21,30.7,23.2,6.4,2.8,26.58,79.5,0.0
2018-12-22,31.0,23.4,9.1,2.8,26.44,78.75,0.0
2018-12-23,30.8,23.3,7.0,2.8,26.02,83.0,0.0
2018-12-24,30.5,23.6,4.3,2.8,25.9,83.75,0.0
2018-12-25,30.5,23.6,4.3,2.8,25.9,83.75,0.0
2018-12-26,32.0,23.5,7.6,2.8,26.66,77.75,0.0
2018-12-27,33.4,23.6,9.9,2.8,27.84,73.5,0.0
2018-12-28,33.0,23.6,9.6,2.8,27.16,77.75,0.0
2018-12-29,33.2,23.4,8.7,2.8,27.2,77.25,0.0
2018-12-30,33.0,23.1,3.4,2.8,27.26,74.5,0.0
2018-12-31,32.2,23.3,9.6,2.8,26.9,77.25,0.0
